participante,idioma,estado,atenção,motivo de exclusão,código do item,classificação,ordem,estímulo,época,condição,modelo,tempo da resposta (s),mediana do item (s),ritmo relativo,ritmo demasiado rápido
P146,Português,concluído,Sim,,s09__E3__pipeline,5,17,s09,E3,pipeline,microsoft/Phi-3-mini-4k-instruct,10,17,0.588,Não
P146,Português,concluído,Sim,,s04__E4__pipeline,5,18,s04,E4,pipeline,Qwen/Qwen2.5-3B-Instruct,6,17.5,0.343,Não
P146,Português,concluído,Sim,,s11__E2__baseline,4,19,s11,E2,linha de base,facebook/blenderbot-400M-distill,6,16,0.375,Não
P146,Português,concluído,Sim,,s04__E2__pipeline,5,20,s04,E2,pipeline,facebook/blenderbot-400M-distill,6,14,0.429,Não
P146,Português,concluído,Sim,,s12__E1__baseline,1,21,s12,E1,linha de base,microsoft/DialoGPT-medium,3,10,0.300,Não
P146,Português,concluído,Sim,,s05__E2__pipeline,3,22,s05,E2,pipeline,facebook/blenderbot-400M-distill,10,15,0.667,Não
P146,Português,concluído,Sim,,s02__E4__pipeline,6,23,s02,E4,pipeline,Qwen/Qwen2.5-3B-Instruct,6,15,0.400,Não
P146,Português,concluído,Sim,,s07__E1__pipeline,1,24,s07,E1,pipeline,microsoft/DialoGPT-medium,9,12,0.750,Não
P147,Português,em curso,,,,,,,,,,,,,
P148,Português,em curso,,,s09__E3__pipeline,6,1,s09,E3,pipeline,microsoft/Phi-3-mini-4k-instruct,,17,,Não
P148,Português,em curso,,,s08__E3__pipeline,6,2,s08,E3,pipeline,microsoft/Phi-3-mini-4k-instruct,28,21.5,1.302,Não
P149,Português,concluído,Sim,,s01__E3__pipeline,7,1,s01,E3,pipeline,microsoft/Phi-3-mini-4k-instruct,,19.5,,Não
P149,Português,concluído,Sim,,s09__E3__baseline,7,2,s09,E3,linha de base,microsoft/Phi-3-mini-4k-instruct,26,26.5,0.981,Não
P149,Português,concluído,Sim,,s09__E2__pipeline,4,3,s09,E2,pipeline,facebook/blenderbot-400M-distill,22,16,1.375,Não
P149,Português,concluído,Sim,,s04__E1__pipeline,1,4,s04,E1,pipeline,microsoft/DialoGPT-medium,12,13,0.923,Não
P149,Português,concluído,Sim,,s10__E4__pipeline,5,5,s10,E4,pipeline,Qwen/Qwen2.5-3B-Instruct,26,18,1.444,Não
P149,Português,concluído,Sim,,s01__E1__pipeline,1,6,s01,E1,pipeline,microsoft/DialoGPT-medium,10,17,0.588,Não
P149,Português,concluído,Sim,,s11__E3__pipeline,7,7,s11,E3,pipeline,microsoft/Phi-3-mini-4k-instruct,27,19,1.421,Não
P149,Português,concluído,Sim,,s10__E2__baseline,3,8,s10,E2,linha de base,facebook/blenderbot-400M-distill,17,13.5,1.259,Não
P149,Português,concluído,Sim,,s06__E4__baseline,6,9,s06,E4,linha de base,Qwen/Qwen2.5-3B-Instruct,20,20,1.000,Não
P149,Português,concluído,Sim,,s07__E2__pipeline,2,10,s07,E2,pipeline,facebook/blenderbot-400M-distill,29,20,1.450,Não
P149,Português,concluído,Sim,,s11__E1__pipeline,1,11,s11,E1,pipeline,microsoft/DialoGPT-medium,6,10,0.600,Não
P149,Português,concluído,Sim,,s08__E4__pipeline,4,12,s08,E4,pipeline,Qwen/Qwen2.5-3B-Instruct,17,19.5,0.872,Não
P149,Português,concluído,Sim,,s07__E3__pipeline,7,13,s07,E3,pipeline,microsoft/Phi-3-mini-4k-instruct,28,16.5,1.697,Não
P149,Português,concluído,Sim,,s06__E1__baseline,2,14,s06,E1,linha de base,microsoft/DialoGPT-medium,7,16,0.438,Não
P149,Português,concluído,Sim,,s07__E3__baseline,6,15,s07,E3,linha de base,microsoft/Phi-3-mini-4k-instruct,21,24,0.875,Não
P149,Português,concluído,Sim,,s01__E4__pipeline,3,16,s01,E4,pipeline,Qwen/Qwen2.5-3B-Instruct,35,25,1.400,Não
P149,Português,concluído,Sim,,s04__E3__baseline,7,17,s04,E3,linha de base,microsoft/Phi-3-mini-4k-instruct,17,17,1.000,Não
P149,Português,concluído,Sim,,s03__E4__pipeline,4,18,s03,E4,pipeline,Qwen/Qwen2.5-3B-Instruct,12,22,0.545,Não
P149,Português,concluído,Sim,,s11__E3__baseline,7,19,s11,E3,linha de base,microsoft/Phi-3-mini-4k-instruct,16,20,0.800,Não
P149,Português,concluído,Sim,,s07__E2__baseline,2,20,s07,E2,linha de base,facebook/blenderbot-400M-distill,7,15,0.467,Não
P149,Português,concluído,Sim,,s10__E1__pipeline,1,21,s10,E1,pipeline,microsoft/DialoGPT-medium,2,10,0.200,Não
P149,Português,concluído,Sim,,s11__E2__pipeline,2,22,s11,E2,pipeline,facebook/blenderbot-400M-distill,11,16,0.688,Não
P149,Português,concluído,Sim,,s04__E3__pipeline,6,23,s04,E3,pipeline,microsoft/Phi-3-mini-4k-instruct,12,17,0.706,Não
P149,Português,concluído,Sim,,s03__E2__baseline,2,24,s03,E2,linha de base,facebook/blenderbot-400M-distill,6,13,0.462,Não
P149,Português,concluído,Sim,,s12__E2__baseline,2,25,s12,E2,linha de base,facebook/blenderbot-400M-distill,28,20.5,1.366,Não
P149,Português,concluído,Sim,,s08__E3__baseline,7,26,s08,E3,linha de base,microsoft/Phi-3-mini-4k-instruct,,15,,Não
P149,Português,concluído,Sim,,s03__E3__baseline,7,27,s03,E3,linha de base,microsoft/Phi-3-mini-4k-instruct,16,17,0.941,Não
P149,Português,concluído,Sim,,s11__E2__baseline,2,28,s11,E2,linha de base,facebook/blenderbot-400M-distill,10,16,0.625,Não
P149,Português,concluído,Sim,,s08__E2__pipeline,3,29,s08,E2,pipeline,facebook/blenderbot-400M-distill,9,14,0.643,Não
P149,Português,concluído,Sim,,s11__E1__baseline,1,30,s11,E1,linha de base,microsoft/DialoGPT-medium,7,9,0.778,Não
P149,Português,concluído,Sim,,s11__E4__pipeline,4,31,s11,E4,pipeline,Qwen/Qwen2.5-3B-Instruct,16,14.5,1.103,Não
P149,Português,concluído,Sim,,s12__E2__pipeline,3,32,s12,E2,pipeline,facebook/blenderbot-400M-distill,9,20,0.450,Não
P149,Português,concluído,Sim,,s09__E3__pipeline,5,33,s09,E3,pipeline,microsoft/Phi-3-mini-4k-instruct,16,17,0.941,Não
P149,Português,concluído,Sim,,s02__E3__pipeline,6,34,s02,E3,pipeline,microsoft/Phi-3-mini-4k-instruct,28,25.5,1.098,Não
P149,Português,concluído,Sim,,s09__E1__pipeline,1,35,s09,E1,pipeline,microsoft/DialoGPT-medium,2,12,0.167,Não
P149,Português,concluído,Sim,,s02__E3__baseline,6,36,s02,E3,linha de base,microsoft/Phi-3-mini-4k-instruct,21,22,0.955,Não
P149,Português,concluído,Sim,,s07__E4__pipeline,4,37,s07,E4,pipeline,Qwen/Qwen2.5-3B-Instruct,8,18,0.444,Não
P149,Português,concluído,Sim,,s03__E1__baseline,1,38,s03,E1,linha de base,microsoft/DialoGPT-medium,4,14,0.286,Não
P149,Português,concluído,Sim,,s12__E1__baseline,1,39,s12,E1,linha de base,microsoft/DialoGPT-medium,2,10,0.200,Não
P149,Português,concluído,Sim,,s01__E1__baseline,2,40,s01,E1,linha de base,microsoft/DialoGPT-medium,4,8,0.500,Não
P149,Português,concluído,Sim,,s10__E2__pipeline,3,41,s10,E2,pipeline,facebook/blenderbot-400M-distill,6,11.5,0.522,Não
P149,Português,concluído,Sim,,s01__E2__pipeline,3,42,s01,E2,pipeline,facebook/blenderbot-400M-distill,8,11.5,0.696,Não
P149,Português,concluído,Sim,,s04__E2__baseline,2,43,s04,E2,linha de base,facebook/blenderbot-400M-distill,7,13,0.538,Não
P149,Português,concluído,Sim,,s05__E3__pipeline,6,44,s05,E3,pipeline,microsoft/Phi-3-mini-4k-instruct,17,18,0.944,Não
P149,Português,concluído,Sim,,s01__E4__baseline,6,45,s01,E4,linha de base,Qwen/Qwen2.5-3B-Instruct,13,15.5,0.839,Não
P149,Português,concluído,Sim,,s06__E4__pipeline,4,46,s06,E4,pipeline,Qwen/Qwen2.5-3B-Instruct,10,13,0.769,Não
P149,Português,concluído,Sim,,s07__E1__pipeline,1,47,s07,E1,pipeline,microsoft/DialoGPT-medium,3,12,0.250,Não
P149,Português,concluído,Sim,,s02__E4__baseline,3,48,s02,E4,linha de base,Qwen/Qwen2.5-3B-Instruct,13,15,0.867,Não
P149,Português,concluído,Sim,,s05__E2__baseline,2,49,s05,E2,linha de base,facebook/blenderbot-400M-distill,5,16,0.313,Não
P149,Português,concluído,Sim,,s04__E2__pipeline,3,50,s04,E2,pipeline,facebook/blenderbot-400M-distill,18,14,1.286,Não
P149,Português,concluído,Sim,,s05__E4__pipeline,3,51,s05,E4,pipeline,Qwen/Qwen2.5-3B-Instruct,9,14,0.643,Não
P149,Português,concluído,Sim,,s04__E4__pipeline,2,52,s04,E4,pipeline,Qwen/Qwen2.5-3B-Instruct,19,17.5,1.086,Não
P149,Português,concluído,Sim,,s05__E2__pipeline,3,53,s05,E2,pipeline,facebook/blenderbot-400M-distill,6,15,0.400,Não
P149,Português,concluído,Sim,,s05__E1__pipeline,1,54,s05,E1,pipeline,microsoft/DialoGPT-medium,4,13.5,0.296,Não
P149,Português,concluído,Sim,,s12__E1__pipeline,1,55,s12,E1,pipeline,microsoft/DialoGPT-medium,9,12,0.750,Não
P149,Português,concluído,Sim,,s06__E3__baseline,7,56,s06,E3,linha de base,microsoft/Phi-3-mini-4k-instruct,18,18,1.000,Não
P149,Português,concluído,Sim,,s03__E3__pipeline,4,57,s03,E3,pipeline,microsoft/Phi-3-mini-4k-instruct,44,15,2.933,Não
P149,Português,concluído,Sim,,s10__E1__baseline,2,58,s10,E1,linha de base,microsoft/DialoGPT-medium,2,14,0.143,Não
P149,Português,concluído,Sim,,s09__E2__baseline,2,59,s09,E2,linha de base,facebook/blenderbot-400M-distill,10,13.5,0.741,Não
P149,Português,concluído,Sim,,s08__E1__baseline,1,60,s08,E1,linha de base,microsoft/DialoGPT-medium,2,6,0.333,Não
P149,Português,concluído,Sim,,s03__E2__pipeline,2,61,s03,E2,pipeline,facebook/blenderbot-400M-distill,4,14.5,0.276,Não
P149,Português,concluído,Sim,,s01__E3__baseline,7,62,s01,E3,linha de base,microsoft/Phi-3-mini-4k-instruct,20,19,1.053,Não
P149,Português,concluído,Sim,,s12__E4__baseline,5,63,s12,E4,linha de base,Qwen/Qwen2.5-3B-Instruct,11,20,0.550,Não
P149,Português,concluído,Sim,,s07__E4__baseline,4,64,s07,E4,linha de base,Qwen/Qwen2.5-3B-Instruct,15,15.5,0.968,Não
P149,Português,concluído,Sim,,s04__E4__baseline,4,65,s04,E4,linha de base,Qwen/Qwen2.5-3B-Instruct,2,15,0.133,Não
P149,Português,concluído,Sim,,s06__E2__baseline,2,66,s06,E2,linha de base,facebook/blenderbot-400M-distill,8,14,0.571,Não
P149,Português,concluído,Sim,,s08__E3__pipeline,6,67,s08,E3,pipeline,microsoft/Phi-3-mini-4k-instruct,11,21.5,0.512,Não
P149,Português,concluído,Sim,,s03__E1__pipeline,1,68,s03,E1,pipeline,microsoft/DialoGPT-medium,6,11,0.545,Não
P149,Português,concluído,Sim,,s06__E1__pipeline,1,69,s06,E1,pipeline,microsoft/DialoGPT-medium,3,10,0.300,Não
P149,Português,concluído,Sim,,s09__E4__pipeline,6,70,s09,E4,pipeline,Qwen/Qwen2.5-3B-Instruct,11,20,0.550,Não
P149,Português,concluído,Sim,,s11__E4__baseline,5,71,s11,E4,linha de base,Qwen/Qwen2.5-3B-Instruct,6,13,0.462,Não
P149,Português,concluído,Sim,,s09__E1__baseline,1,72,s09,E1,linha de base,microsoft/DialoGPT-medium,4,11,0.364,Não
P149,Português,concluído,Sim,,s02__E2__pipeline,2,73,s02,E2,pipeline,facebook/blenderbot-400M-distill,3,13,0.231,Não
P149,Português,concluído,Sim,,s10__E3__baseline,7,74,s10,E3,linha de base,microsoft/Phi-3-mini-4k-instruct,8,19,0.421,Não
P149,Português,concluído,Sim,,s06__E3__pipeline,7,75,s06,E3,pipeline,microsoft/Phi-3-mini-4k-instruct,7,18,0.389,Não
P149,Português,concluído,Sim,,s07__E1__baseline,1,76,s07,E1,linha de base,microsoft/DialoGPT-medium,3,11,0.273,Não
P149,Português,concluído,Sim,,s04__E1__baseline,1,77,s04,E1,linha de base,microsoft/DialoGPT-medium,1,8,0.125,Não
P149,Português,concluído,Sim,,s02__E1__baseline,2,78,s02,E1,linha de base,microsoft/DialoGPT-medium,3,11,0.273,Não
P149,Português,concluído,Sim,,s01__E2__baseline,3,79,s01,E2,linha de base,facebook/blenderbot-400M-distill,7,14,0.500,Não
P149,Português,concluído,Sim,,s09__E4__baseline,4,80,s09,E4,linha de base,Qwen/Qwen2.5-3B-Instruct,11,20,0.550,Não
P149,Português,concluído,Sim,,s02__E1__pipeline,1,81,s02,E1,pipeline,microsoft/DialoGPT-medium,2,10,0.200,Não
P149,Português,concluído,Sim,,s03__E4__baseline,4,82,s03,E4,linha de base,Qwen/Qwen2.5-3B-Instruct,15,13,1.154,Não
P149,Português,concluído,Sim,,s05__E3__baseline,7,83,s05,E3,linha de base,microsoft/Phi-3-mini-4k-instruct,5,24,0.208,Não
P149,Português,concluído,Sim,,s08__E4__baseline,6,84,s08,E4,linha de base,Qwen/Qwen2.5-3B-Instruct,6,15,0.400,Não
P149,Português,concluído,Sim,,s10__E4__baseline,4,85,s10,E4,linha de base,Qwen/Qwen2.5-3B-Instruct,6,13,0.462,Não
P149,Português,concluído,Sim,,s10__E3__pipeline,7,86,s10,E3,pipeline,microsoft/Phi-3-mini-4k-instruct,5,20,0.250,Não
P149,Português,concluído,Sim,,s08__E1__pipeline,1,87,s08,E1,pipeline,microsoft/DialoGPT-medium,3,10,0.300,Não
P149,Português,concluído,Sim,,s08__E2__baseline,2,88,s08,E2,linha de base,facebook/blenderbot-400M-distill,5,14,0.357,Não
P149,Português,concluído,Sim,,s02__E2__baseline,3,89,s02,E2,linha de base,facebook/blenderbot-400M-distill,6,15,0.400,Não
P149,Português,concluído,Sim,,s05__E4__baseline,4,90,s05,E4,linha de base,Qwen/Qwen2.5-3B-Instruct,9,13.5,0.667,Não
P149,Português,concluído,Sim,,s12__E3__pipeline,6,91,s12,E3,pipeline,microsoft/Phi-3-mini-4k-instruct,10,19,0.526,Não
P149,Português,concluído,Sim,,s12__E3__baseline,6,92,s12,E3,linha de base,microsoft/Phi-3-mini-4k-instruct,9,21,0.429,Não
P149,Português,concluído,Sim,,s12__E4__pipeline,3,93,s12,E4,pipeline,Qwen/Qwen2.5-3B-Instruct,7,13,0.538,Não
P149,Português,concluído,Sim,,s05__E1__baseline,2,94,s05,E1,linha de base,microsoft/DialoGPT-medium,3,11,0.273,Não
P149,Português,concluído,Sim,,s06__E2__pipeline,1,95,s06,E2,pipeline,facebook/blenderbot-400M-distill,16,15,1.067,Não
P149,Português,concluído,Sim,,s02__E4__pipeline,6,96,s02,E4,pipeline,Qwen/Qwen2.5-3B-Instruct,5,15,0.333,Não
P150,Português,concluído,Sim,,s11__E1__baseline,2,1,s11,E1,linha de base,microsoft/DialoGPT-medium,,9,,Não
P150,Português,concluído,Sim,,s12__E4__pipeline,5,2,s12,E4,pipeline,Qwen/Qwen2.5-3B-Instruct,79,13,6.077,Não
P150,Português,concluído,Sim,,s02__E4__pipeline,4,3,s02,E4,pipeline,Qwen/Qwen2.5-3B-Instruct,64,15,4.267,Não
P150,Português,concluído,Sim,,s12__E2__baseline,2,4,s12,E2,linha de base,facebook/blenderbot-400M-distill,16,20.5,0.780,Não
P150,Português,concluído,Sim,,s02__E2__pipeline,2,5,s02,E2,pipeline,facebook/blenderbot-400M-distill,21,13,1.615,Não
P150,Português,concluído,Sim,,s12__E2__pipeline,2,6,s12,E2,pipeline,facebook/blenderbot-400M-distill,23,20,1.150,Não
P150,Português,concluído,Sim,,s09__E1__baseline,1,7,s09,E1,linha de base,microsoft/DialoGPT-medium,64,11,5.818,Não
P150,Português,concluído,Sim,,s02__E3__pipeline,5,8,s02,E3,pipeline,microsoft/Phi-3-mini-4k-instruct,278,25.5,10.902,Não
P150,Português,concluído,Sim,,s07__E1__baseline,1,9,s07,E1,linha de base,microsoft/DialoGPT-medium,14,11,1.273,Não
P150,Português,concluído,Sim,,s03__E1__pipeline,1,10,s03,E1,pipeline,microsoft/DialoGPT-medium,15,11,1.364,Não
P150,Português,concluído,Sim,,s02__E2__baseline,3,11,s02,E2,linha de base,facebook/blenderbot-400M-distill,19,15,1.267,Não
P150,Português,concluído,Sim,,s08__E2__pipeline,3,12,s08,E2,pipeline,facebook/blenderbot-400M-distill,14,14,1.000,Não
P150,Português,concluído,Sim,,s05__E2__pipeline,2,13,s05,E2,pipeline,facebook/blenderbot-400M-distill,27,15,1.800,Não
P150,Português,concluído,Sim,,s02__E1__pipeline,2,14,s02,E1,pipeline,microsoft/DialoGPT-medium,10,10,1.000,Não
P150,Português,concluído,Sim,,s05__E3__pipeline,5,15,s05,E3,pipeline,microsoft/Phi-3-mini-4k-instruct,18,18,1.000,Não
P150,Português,concluído,Sim,,s12__E3__baseline,6,16,s12,E3,linha de base,microsoft/Phi-3-mini-4k-instruct,11,21,0.524,Não
P150,Português,concluído,Sim,,s01__E2__baseline,3,17,s01,E2,linha de base,facebook/blenderbot-400M-distill,15,14,1.071,Não
P150,Português,concluído,Sim,,s04__E2__baseline,2,18,s04,E2,linha de base,facebook/blenderbot-400M-distill,14,13,1.077,Não
P150,Português,concluído,Sim,,s06__E4__pipeline,6,19,s06,E4,pipeline,Qwen/Qwen2.5-3B-Instruct,14,13,1.077,Não
P150,Português,concluído,Sim,,s04__E4__pipeline,6,20,s04,E4,pipeline,Qwen/Qwen2.5-3B-Instruct,14,17.5,0.800,Não
P150,Português,concluído,Sim,,s08__E3__baseline,6,21,s08,E3,linha de base,microsoft/Phi-3-mini-4k-instruct,16,15,1.067,Não
P150,Português,concluído,Sim,,s01__E2__pipeline,2,22,s01,E2,pipeline,facebook/blenderbot-400M-distill,11,11.5,0.957,Não
P150,Português,concluído,Sim,,s05__E4__baseline,5,23,s05,E4,linha de base,Qwen/Qwen2.5-3B-Instruct,10,13.5,0.741,Não
P150,Português,concluído,Sim,,s08__E1__baseline,1,24,s08,E1,linha de base,microsoft/DialoGPT-medium,17,6,2.833,Não
P150,Português,concluído,Sim,,s02__E1__baseline,1,25,s02,E1,linha de base,microsoft/DialoGPT-medium,52,11,4.727,Não
P150,Português,concluído,Sim,,s11__E2__baseline,2,26,s11,E2,linha de base,facebook/blenderbot-400M-distill,16,16,1.000,Não
P150,Português,concluído,Sim,,s09__E2__baseline,2,27,s09,E2,linha de base,facebook/blenderbot-400M-distill,12,13.5,0.889,Não
P150,Português,concluído,Sim,,s11__E2__pipeline,2,28,s11,E2,pipeline,facebook/blenderbot-400M-distill,8,16,0.500,Não
P150,Português,concluído,Sim,,s01__E1__pipeline,1,29,s01,E1,pipeline,microsoft/DialoGPT-medium,11,17,0.647,Não
P150,Português,concluído,Sim,,s03__E4__baseline,4,30,s03,E4,linha de base,Qwen/Qwen2.5-3B-Instruct,9,13,0.692,Não
P150,Português,concluído,Sim,,s10__E2__baseline,3,31,s10,E2,linha de base,facebook/blenderbot-400M-distill,11,13.5,0.815,Não
P150,Português,concluído,Sim,,s01__E4__baseline,6,32,s01,E4,linha de base,Qwen/Qwen2.5-3B-Instruct,11,15.5,0.710,Não
P150,Português,concluído,Sim,,s10__E4__baseline,4,33,s10,E4,linha de base,Qwen/Qwen2.5-3B-Instruct,26,13,2.000,Não
P150,Português,concluído,Sim,,s03__E3__baseline,4,34,s03,E3,linha de base,microsoft/Phi-3-mini-4k-instruct,12,17,0.706,Não
P150,Português,concluído,Sim,,s12__E4__baseline,5,35,s12,E4,linha de base,Qwen/Qwen2.5-3B-Instruct,10,20,0.500,Não
P150,Português,concluído,Sim,,s05__E1__pipeline,1,36,s05,E1,pipeline,microsoft/DialoGPT-medium,13,13.5,0.963,Não
P150,Português,concluído,Sim,,s05__E2__baseline,2,37,s05,E2,linha de base,facebook/blenderbot-400M-distill,13,16,0.813,Não
P150,Português,concluído,Sim,,s06__E1__pipeline,1,38,s06,E1,pipeline,microsoft/DialoGPT-medium,17,10,1.700,Não
P150,Português,concluído,Sim,,s06__E4__baseline,4,39,s06,E4,linha de base,Qwen/Qwen2.5-3B-Instruct,10,20,0.500,Não
P150,Português,concluído,Sim,,s08__E3__pipeline,6,40,s08,E3,pipeline,microsoft/Phi-3-mini-4k-instruct,13,21.5,0.605,Não
P150,Português,concluído,Sim,,s10__E3__baseline,5,41,s10,E3,linha de base,microsoft/Phi-3-mini-4k-instruct,8,19,0.421,Não
P150,Português,concluído,Sim,,s04__E1__baseline,1,42,s04,E1,linha de base,microsoft/DialoGPT-medium,6,8,0.750,Não
P150,Português,concluído,Sim,,s08__E2__baseline,2,43,s08,E2,linha de base,facebook/blenderbot-400M-distill,13,14,0.929,Não
P150,Português,concluído,Sim,,s11__E4__pipeline,6,44,s11,E4,pipeline,Qwen/Qwen2.5-3B-Instruct,18,14.5,1.241,Não
P150,Português,concluído,Sim,,s08__E4__pipeline,6,45,s08,E4,pipeline,Qwen/Qwen2.5-3B-Instruct,9,19.5,0.462,Não
P150,Português,concluído,Sim,,s05__E3__baseline,5,46,s05,E3,linha de base,microsoft/Phi-3-mini-4k-instruct,12,24,0.500,Não
P150,Português,concluído,Sim,,s07__E1__pipeline,1,47,s07,E1,pipeline,microsoft/DialoGPT-medium,21,12,1.750,Não
P150,Português,concluído,Sim,,s09__E4__baseline,5,48,s09,E4,linha de base,Qwen/Qwen2.5-3B-Instruct,10,20,0.500,Não
P150,Português,concluído,Sim,,s10__E1__baseline,2,49,s10,E1,linha de base,microsoft/DialoGPT-medium,12,14,0.857,Não
P150,Português,concluído,Sim,,s06__E3__pipeline,4,50,s06,E3,pipeline,microsoft/Phi-3-mini-4k-instruct,22,18,1.222,Não
P150,Português,concluído,Sim,,s03__E4__pipeline,5,51,s03,E4,pipeline,Qwen/Qwen2.5-3B-Instruct,15,22,0.682,Não
P150,Português,concluído,Sim,,s04__E1__pipeline,1,52,s04,E1,pipeline,microsoft/DialoGPT-medium,13,13,1.000,Não
P150,Português,concluído,Sim,,s01__E4__pipeline,5,53,s01,E4,pipeline,Qwen/Qwen2.5-3B-Instruct,14,25,0.560,Não
P150,Português,concluído,Sim,,s09__E1__pipeline,1,54,s09,E1,pipeline,microsoft/DialoGPT-medium,13,12,1.083,Não
P150,Português,concluído,Sim,,s10__E1__pipeline,1,55,s10,E1,pipeline,microsoft/DialoGPT-medium,5,10,0.500,Não
P150,Português,concluído,Sim,,s01__E1__baseline,1,56,s01,E1,linha de base,microsoft/DialoGPT-medium,11,8,1.375,Não
P150,Português,concluído,Sim,,s11__E3__baseline,5,57,s11,E3,linha de base,microsoft/Phi-3-mini-4k-instruct,11,20,0.550,Não
P150,Português,concluído,Sim,,s07__E2__pipeline,3,58,s07,E2,pipeline,facebook/blenderbot-400M-distill,10,20,0.500,Não
P150,Português,concluído,Sim,,s01__E3__baseline,5,59,s01,E3,linha de base,microsoft/Phi-3-mini-4k-instruct,11,19,0.579,Não
P150,Português,concluído,Sim,,s11__E3__pipeline,5,60,s11,E3,pipeline,microsoft/Phi-3-mini-4k-instruct,8,19,0.421,Não
P150,Português,concluído,Sim,,s01__E3__pipeline,5,61,s01,E3,pipeline,microsoft/Phi-3-mini-4k-instruct,8,19.5,0.410,Não
P150,Português,concluído,Sim,,s10__E4__pipeline,5,62,s10,E4,pipeline,Qwen/Qwen2.5-3B-Instruct,14,18,0.778,Não
P150,Português,concluído,Sim,,s09__E3__pipeline,5,63,s09,E3,pipeline,microsoft/Phi-3-mini-4k-instruct,10,17,0.588,Não
P150,Português,concluído,Sim,,s06__E2__baseline,2,64,s06,E2,linha de base,facebook/blenderbot-400M-distill,11,14,0.786,Não
P150,Português,concluído,Sim,,s09__E4__pipeline,5,65,s09,E4,pipeline,Qwen/Qwen2.5-3B-Instruct,9,20,0.450,Não
P150,Português,concluído,Sim,,s09__E2__pipeline,3,66,s09,E2,pipeline,facebook/blenderbot-400M-distill,6,16,0.375,Não
P150,Português,concluído,Sim,,s07__E4__pipeline,6,67,s07,E4,pipeline,Qwen/Qwen2.5-3B-Instruct,6,18,0.333,Não
P150,Português,concluído,Sim,,s02__E3__baseline,6,68,s02,E3,linha de base,microsoft/Phi-3-mini-4k-instruct,17,22,0.773,Não
P150,Português,concluído,Sim,,s12__E3__pipeline,4,69,s12,E3,pipeline,microsoft/Phi-3-mini-4k-instruct,10,19,0.526,Não
P150,Português,concluído,Sim,,s10__E3__pipeline,5,70,s10,E3,pipeline,microsoft/Phi-3-mini-4k-instruct,12,20,0.600,Não
P150,Português,concluído,Sim,,s11__E4__baseline,3,71,s11,E4,linha de base,Qwen/Qwen2.5-3B-Instruct,7,13,0.538,Não
P150,Português,concluído,Sim,,s07__E3__pipeline,6,72,s07,E3,pipeline,microsoft/Phi-3-mini-4k-instruct,12,16.5,0.727,Não
P150,Português,concluído,Sim,,s12__E1__baseline,1,73,s12,E1,linha de base,microsoft/DialoGPT-medium,8,10,0.800,Não
P150,Português,concluído,Sim,,s07__E2__baseline,3,74,s07,E2,linha de base,facebook/blenderbot-400M-distill,10,15,0.667,Não
P150,Português,concluído,Sim,,s11__E1__pipeline,1,75,s11,E1,pipeline,microsoft/DialoGPT-medium,11,10,1.100,Não
P150,Português,concluído,Sim,,s02__E4__baseline,3,76,s02,E4,linha de base,Qwen/Qwen2.5-3B-Instruct,7,15,0.467,Não
P150,Português,concluído,Sim,,s07__E4__baseline,6,77,s07,E4,linha de base,Qwen/Qwen2.5-3B-Instruct,8,15.5,0.516,Não
P150,Português,concluído,Sim,,s04__E3__baseline,5,78,s04,E3,linha de base,microsoft/Phi-3-mini-4k-instruct,8,17,0.471,Não
P150,Português,concluído,Sim,,s04__E3__pipeline,5,79,s04,E3,pipeline,microsoft/Phi-3-mini-4k-instruct,6,17,0.353,Não
P150,Português,concluído,Sim,,s06__E1__baseline,2,80,s06,E1,linha de base,microsoft/DialoGPT-medium,8,16,0.500,Não
P150,Português,concluído,Sim,,s12__E1__pipeline,1,81,s12,E1,pipeline,microsoft/DialoGPT-medium,10,12,0.833,Não
P150,Português,concluído,Sim,,s06__E3__baseline,4,82,s06,E3,linha de base,microsoft/Phi-3-mini-4k-instruct,9,18,0.500,Não
P150,Português,concluído,Sim,,s05__E1__baseline,2,83,s05,E1,linha de base,microsoft/DialoGPT-medium,10,11,0.909,Não
P150,Português,concluído,Sim,,s08__E4__baseline,6,84,s08,E4,linha de base,Qwen/Qwen2.5-3B-Instruct,7,15,0.467,Não
P150,Português,concluído,Sim,,s04__E4__baseline,6,85,s04,E4,linha de base,Qwen/Qwen2.5-3B-Instruct,8,15,0.533,Não
P150,Português,concluído,Sim,,s03__E3__pipeline,5,86,s03,E3,pipeline,microsoft/Phi-3-mini-4k-instruct,7,15,0.467,Não
P150,Português,concluído,Sim,,s09__E3__baseline,4,87,s09,E3,linha de base,microsoft/Phi-3-mini-4k-instruct,15,26.5,0.566,Não
P150,Português,concluído,Sim,,s08__E1__pipeline,1,88,s08,E1,pipeline,microsoft/DialoGPT-medium,22,10,2.200,Não
P150,Português,concluído,Sim,,s06__E2__pipeline,2,89,s06,E2,pipeline,facebook/blenderbot-400M-distill,6,15,0.400,Não
P150,Português,concluído,Sim,,s04__E2__pipeline,3,90,s04,E2,pipeline,facebook/blenderbot-400M-distill,6,14,0.429,Não
P150,Português,concluído,Sim,,s10__E2__pipeline,3,91,s10,E2,pipeline,facebook/blenderbot-400M-distill,12,11.5,1.043,Não
P150,Português,concluído,Sim,,s07__E3__baseline,5,92,s07,E3,linha de base,microsoft/Phi-3-mini-4k-instruct,19,24,0.792,Não
